112368=Numeració senar: 1 - 33=Numeración impar: 1 - 33
112367=Numeració parell: 2 - 32=Numeración par: 2 - 32
112264=Numeració parell: 34 - 66=Numeración par: 34 - 66
112064=Numeració senar: 35 - 69=Numeración impar: 35 - 69
112063=Numeració parell: 68 - 70=Numeración par: 68 - 70
112146=Numeració senar: 71 - 9999=Numeración impar: 71 - 9999
112273=Numeració parell: 72 - 100=Numeración par: 72 - 100
112283=Numeració parell: 102 - 116=Numeración par: 102 - 116
112304=Numeració parell: 118 - 212=Numeración par: 118 - 212
112470=Numeració parell: 214 - 9998=Numeración par: 214 - 9998
