5080=Numeració senar: 1 - 297=Numeración impar: 1 - 297
5010=Numeració parell: 2 - 68=Numeración par: 2 - 68
4997=Numeració parell: 70 - 154=Numeración par: 70 - 154
4975=Numeració parell: 156 - 214=Numeración par: 156 - 214
4987=Numeració parell: 216 - 298=Numeración par: 216 - 298
4918=Numeració senar: 299 - 369=Numeración impar: 299 - 369
4919=Numeració parell: 300 - 470=Numeración par: 300 - 470
6790=Numeració senar: 371 - 9999=Numeración impar: 371 - 9999
6580=Numeració parell: 472 - 540=Numeración par: 472 - 540
6789=Numeració parell: 542 - 9998=Numeración par: 542 - 9998
