40015=Numeració senar: 1 - 5=Numeración impar: 1 - 5
40014=Numeració parell: 2 - 12=Numeración par: 2 - 12
40030=Numeració senar: 7 - 17=Numeración impar: 7 - 17
40029=Numeració parell: 14 - 24=Numeración par: 14 - 24
39925=Numeració senar: 17 - 53=Numeración impar: 17 - 53
39924=Numeració parell: 26 - 54=Numeración par: 26 - 54
40037=Numeració senar: 55 - 75=Numeración impar: 55 - 75
40038=Numeració parell: 56 - 70=Numeración par: 56 - 70
39974=Numeració parell: 72 - 80=Numeración par: 72 - 80
39973=Numeració senar: 77 - 99=Numeración impar: 77 - 99
