134880=Numeració senar: 1 - 61=Numeración impar: 1 - 61
134879=Numeració parell: 2 - 56=Numeración par: 2 - 56
135033=Numeració parell: 58 - 102=Numeración par: 58 - 102
135032=Numeració senar: 63 - 119=Numeración impar: 63 - 119
134857=Numeració parell: 104 - 158=Numeración par: 104 - 158
134856=Numeració senar: 121 - 137=Numeración impar: 121 - 137
134930=Numeració senar: 139 - 155=Numeración impar: 139 - 155
134915=Numeració senar: 157 - 179=Numeración impar: 157 - 179
135053=Numeració parell: 160 - 170=Numeración par: 160 - 170
135054=Numeració senar: 181 - 9999=Numeración impar: 181 - 9999
