84306=Numeració senar: 1 - 45=Numeración impar: 1 - 45
84284=Numeració parell: 2 - 82=Numeración par: 2 - 82
84316=Numeració senar: 47 - 69=Numeración impar: 47 - 69
84679=Numeració senar: 69 - 85=Numeración impar: 69 - 85
84327=Numeració parell: 84 - 134=Numeración par: 84 - 134
84328=Numeració senar: 87 - 107=Numeración impar: 87 - 107
84347=Numeració senar: 109 - 171=Numeración impar: 109 - 171
84346=Numeració parell: 136 - 160=Numeración par: 136 - 160
84364=Numeració parell: 162 - 228=Numeración par: 162 - 228
84363=Numeració senar: 173 - 227=Numeración impar: 173 - 227
