9796=Numeració senar: 1 - 23=Numeración impar: 1 - 23
9777=Numeració parell: 2 - 34=Numeración par: 2 - 34
9831=Numeració senar: 25 - 25=Numeración impar: 25 - 25
9832=Numeració senar: 27 - 63=Numeración impar: 27 - 63
9737=Numeració parell: 36 - 46=Numeración par: 36 - 46
9724=Numeració parell: 48 - 58=Numeración par: 48 - 58
9716=Numeració parell: 60 - 66=Numeración par: 60 - 66
9857=Numeració senar: 65 - 97=Numeración impar: 65 - 97
9654=Numeració parell: 68 - 80=Numeración par: 68 - 80
9641=Numeració parell: 82 - 98=Numeración par: 82 - 98
9858=Numeració senar: 99 - 121=Numeración impar: 99 - 121
9642=Numeració parell: 100 - 100=Numeración par: 100 - 100
9631=Numeració parell: 102 - 122=Numeración par: 102 - 122
9896=Numeració senar: 123 - 159=Numeración impar: 123 - 159
9594=Numeració parell: 124 - 134=Numeración par: 124 - 134
