74901=Numeració senar: 1 - 11=Numeración impar: 1 - 11
74611=Numeració senar: 1 - 25=Numeración impar: 1 - 25
75056=Numeració senar: 1 - 39=Numeración impar: 1 - 39
75088=Numeració senar: 1 - 45=Numeración impar: 1 - 45
75023=Numeració senar: 1 - 9999=Numeración impar: 1 - 9999
75055=Numeració parell: 2 - 36=Numeración par: 2 - 36
75087=Numeració parell: 2 - 44=Numeración par: 2 - 44
75022=Numeració parell: 2 - 9998=Numeración par: 2 - 9998
74900=Numeració parell: 2 - 22=Numeración par: 2 - 22
74610=Numeració parell: 2 - 14=Numeración par: 2 - 14
