77809=Numeració senar: 1 - 13=Numeración impar: 1 - 13
77808=Numeració parell: 2 - 10=Numeración par: 2 - 10
77882=Numeració parell: 12 - 24=Numeración par: 12 - 24
77881=Numeració senar: 15 - 17=Numeración impar: 15 - 17
77908=Numeració senar: 19 - 43=Numeración impar: 19 - 43
77904=Numeració parell: 26 - 64=Numeración par: 26 - 64
77939=Numeració senar: 45 - 67=Numeración impar: 45 - 67
78480=Numeració parell: 66 - 106=Numeración par: 66 - 106
78563=Numeració senar: 69 - 105=Numeración impar: 69 - 105
78518=Numeració parell: 108 - 180=Numeración par: 108 - 180
