51912=Numeració senar: 1 - 5=Numeración impar: 1 - 5
51841=Numeració senar: 7 - 17=Numeración impar: 7 - 17
51861=Numeració parell: 8 - 68=Numeración par: 8 - 68
51843=Numeració parell: 70 - 98=Numeración par: 70 - 98
51857=Numeració parell: 100 - 110=Numeración par: 100 - 110
51842=Numeració parell: 112 - 230=Numeración par: 112 - 230
50309=Numeració parell: 232 - 332=Numeración par: 232 - 332
50308=Numeració senar: 233 - 331=Numeración impar: 233 - 331
50198=Numeració senar: 333 - 343=Numeración impar: 333 - 343
50197=Numeració parell: 334 - 352=Numeración par: 334 - 352
