22097=Numeració senar: 1 - 23=Numeración impar: 1 - 23
22076=Numeració parell: 2 - 24=Numeración par: 2 - 24
22113=Numeració senar: 25 - 31=Numeración impar: 25 - 31
22085=Numeració parell: 26 - 44=Numeración par: 26 - 44
22227=Numeració senar: 33 - 53=Numeración impar: 33 - 53
22098=Numeració parell: 46 - 70=Numeración par: 46 - 70
22246=Numeració senar: 55 - 65=Numeración impar: 55 - 65
22121=Numeració parell: 72 - 82=Numeración par: 72 - 82
22221=Numeració parell: 84 - 94=Numeración par: 84 - 94
22213=Numeració parell: 84 - 84=Numeración par: 84 - 84
22122=Numeració parell: 94 - 94=Numeración par: 94 - 94
22123=Numeració parell: 96 - 96=Numeración par: 96 - 96
22124=Numeració parell: 98 - 98=Numeración par: 98 - 98
22220=Numeració parell: 100 - 106=Numeración par: 100 - 106
22203=Numeració parell: 108 - 132=Numeración par: 108 - 132
22292=Numeració parell: 226 - 228=Numeración par: 226 - 228
