21481=Numeració senar: 1 - 69=Numeración impar: 1 - 69
21562=Numeració parell: 2 - 6=Numeración par: 2 - 6
21491=Numeració parell: 8 - 38=Numeración par: 8 - 38
21507=Numeració parell: 40 - 64=Numeración par: 40 - 64
21515=Numeració parell: 66 - 118=Numeración par: 66 - 118
21466=Numeració senar: 71 - 123=Numeración impar: 71 - 123
21459=Numeració parell: 120 - 160=Numeración par: 120 - 160
21458=Numeració senar: 125 - 149=Numeración impar: 125 - 149
21961=Numeració senar: 161 - 165=Numeración impar: 161 - 165
21950=Numeració senar: 209 - 231=Numeración impar: 209 - 231
21951=Numeració parell: 214 - 234=Numeración par: 214 - 234
20867=Numeració senar: 233 - 275=Numeración impar: 233 - 275
20868=Numeració parell: 236 - 280=Numeración par: 236 - 280
20854=Numeració senar: 277 - 303=Numeración impar: 277 - 303
20860=Numeració parell: 282 - 302=Numeración par: 282 - 302
20820=Numeració parell: 304 - 316=Numeración par: 304 - 316
